,TickReturn,TickReturnLabelThres,TickReturn_Rank,TickReturnLabelThres_Rank
T0AmihudIlliquidityMeasure2.a,-0.8919691,-0.15110853,182,161
T0MidPriceEMADiff2.b,-0.20756924,-0.15158248,161,162
T0AveragePriceBias0.b,-0.25685963,-0.16084357,167,163
T0VolumeEntropy1.b,-0.207125,-0.17195323,160,164
T0UniformityInformationDistribution0.a,-0.3123423,-0.1784435,168,165
T0VolumeEntropy2.b,-0.12748577,-0.18443985,148,166
T0RealizedVariance2.d,-0.13290343,-0.19844364,151,167
T0MoneyFlowIndex1.a,-0.23197335,-0.2017673,164,168
T0HighLowPriceChange1.d,-0.46664095,-0.21183324,174,169
T0QuoteChange1.b,-0.31871885,-0.22228946,171,170
T0Reactivity0.a,-0.24781547,-0.22765096,165,171
T0Momentum1.c,-0.31277514,-0.23027545,169,172
T0MidPriceEMADiff1.c,-0.2513705,-0.26470986,166,173
T0AveragePriceBias0.a,-0.31402156,-0.28034633,170,174
T0VolumeWeightedMomentum2.a,-0.39988717,-0.3457277,172,175
T0MidPriceEMADiff2.a,-0.43150064,-0.37445635,173,176
T0SimpleOrderBookImbalance0.a,-0.57033694,-0.39717326,176,177
T0VolumeCorr0.b,-0.5482974,-0.5041038,175,178
T0MidPriceEMADiff0.a,-0.61081237,-0.5281157,177,179
T0WeightedMidPriceTorque1.b,-0.68220377,-0.53799,179,180
T0QuoteChange0.b,-0.8632596,-0.57248634,181,181
T0Momentum0.c,-0.69266534,-0.57273066,180,182
T0VPIN2.a,-0.92966187,-0.7683428,183,183
T0BookImbalace1.a,-1.1378562,-1.0743003,184,184
T0VPIN0.a,-1.3177154,-1.1467243,185,185
